time,carrier,scenario,substance,region,technology,value
2020,sldg,high_env_pol,car,DE,nof,45988305.0
2020,sldg,high_env_pol,car,DE,aop,0.0
2020,sldg,high_env_pol,car,DE,o3,0.0
2020,sldg,high_env_pol,car,DE,gac,0.0
2020,sldg,high_env_pol,cec,DE,nof,0.0
2020,sldg,high_env_pol,cec,DE,aop,0.0
2020,sldg,high_env_pol,cec,DE,o3,0.0
2020,sldg,high_env_pol,cec,DE,gac,0.0
2020,sldg,low_env_pol,car,DE,nof,45988305.0
2020,sldg,low_env_pol,car,DE,aop,0.0
2020,sldg,low_env_pol,car,DE,o3,0.0
2020,sldg,low_env_pol,car,DE,gac,0.0
2020,sldg,low_env_pol,cec,DE,nof,0.0
2020,sldg,low_env_pol,cec,DE,aop,0.0
2020,sldg,low_env_pol,cec,DE,o3,0.0
2020,sldg,low_env_pol,cec,DE,gac,0.0
2020,wtr,high_env_pol,car,DE,nof,4324411009.683001
2020,wtr,high_env_pol,car,DE,aop,68280173.8371
2020,wtr,high_env_pol,car,DE,o3,22760057.9457
2020,wtr,high_env_pol,car,DE,gac,136560347.6742
2020,wtr,high_env_pol,cec,DE,nof,789.0794999999999
2020,wtr,high_env_pol,cec,DE,aop,12.45915
2020,wtr,high_env_pol,cec,DE,o3,4.15305
2020,wtr,high_env_pol,cec,DE,gac,24.9183
2020,wtr,low_env_pol,car,DE,nof,4324411009.683001
2020,wtr,low_env_pol,car,DE,aop,68280173.8371
2020,wtr,low_env_pol,car,DE,o3,22760057.9457
2020,wtr,low_env_pol,car,DE,gac,136560347.6742
2020,wtr,low_env_pol,cec,DE,nof,789.0794999999999
2020,wtr,low_env_pol,cec,DE,aop,12.45915
2020,wtr,low_env_pol,cec,DE,o3,4.15305
2020,wtr,low_env_pol,cec,DE,gac,24.9183
2020,oxi_con,high_env_pol,car,DE,nof,0.0
2020,oxi_con,high_env_pol,car,DE,aop,0.0
2020,oxi_con,high_env_pol,car,DE,o3,0.0
2020,oxi_con,high_env_pol,car,DE,gac,0.0
2020,oxi_con,high_env_pol,cec,DE,nof,0.0
2020,oxi_con,high_env_pol,cec,DE,aop,0.0
2020,oxi_con,high_env_pol,cec,DE,o3,0.0
2020,oxi_con,high_env_pol,cec,DE,gac,0.0
2020,oxi_con,low_env_pol,car,DE,nof,0.0
2020,oxi_con,low_env_pol,car,DE,aop,0.0
2020,oxi_con,low_env_pol,car,DE,o3,0.0
2020,oxi_con,low_env_pol,car,DE,gac,0.0
2020,oxi_con,low_env_pol,cec,DE,nof,0.0
2020,oxi_con,low_env_pol,cec,DE,aop,0.0
2020,oxi_con,low_env_pol,cec,DE,o3,0.0
2020,oxi_con,low_env_pol,cec,DE,gac,0.0
2035,sldg,high_env_pol,car,DE,nof,45601815.94
2035,sldg,high_env_pol,car,DE,aop,0.0
2035,sldg,high_env_pol,car,DE,o3,0.0
2035,sldg,high_env_pol,car,DE,gac,0.0
2035,sldg,high_env_pol,cec,DE,nof,0.0
2035,sldg,high_env_pol,cec,DE,aop,0.0
2035,sldg,high_env_pol,cec,DE,o3,0.0
2035,sldg,high_env_pol,cec,DE,gac,0.0
2035,sldg,low_env_pol,car,DE,nof,45601815.94
2035,sldg,low_env_pol,car,DE,aop,0.0
2035,sldg,low_env_pol,car,DE,o3,0.0
2035,sldg,low_env_pol,car,DE,gac,0.0
2035,sldg,low_env_pol,cec,DE,nof,0.0
2035,sldg,low_env_pol,cec,DE,aop,0.0
2035,sldg,low_env_pol,cec,DE,o3,0.0
2035,sldg,low_env_pol,cec,DE,gac,0.0
2035,wtr,high_env_pol,car,DE,nof,3159629306.8619995
2035,wtr,high_env_pol,car,DE,aop,677063422.8989999
2035,wtr,high_env_pol,car,DE,o3,406238053.73939997
2035,wtr,high_env_pol,car,DE,gac,270825369.15959996
2035,wtr,high_env_pol,cec,DE,nof,576.5409999999999
2035,wtr,high_env_pol,cec,DE,aop,123.5445
2035,wtr,high_env_pol,cec,DE,o3,74.1267
2035,wtr,high_env_pol,cec,DE,gac,49.4178
2035,wtr,low_env_pol,car,DE,nof,4288068345.0269995
2035,wtr,low_env_pol,car,DE,aop,67706342.28989999
2035,wtr,low_env_pol,car,DE,o3,22568780.763299998
2035,wtr,low_env_pol,car,DE,gac,135412684.57979998
2035,wtr,low_env_pol,cec,DE,nof,782.4485
2035,wtr,low_env_pol,cec,DE,aop,12.35445
2035,wtr,low_env_pol,cec,DE,o3,4.11815
2035,wtr,low_env_pol,cec,DE,gac,24.7089
2035,oxi_con,high_env_pol,car,DE,nof,0.0
2035,oxi_con,high_env_pol,car,DE,aop,0.0
2035,oxi_con,high_env_pol,car,DE,o3,0.0
2035,oxi_con,high_env_pol,car,DE,gac,0.0
2035,oxi_con,high_env_pol,cec,DE,nof,0.0
2035,oxi_con,high_env_pol,cec,DE,aop,0.0
2035,oxi_con,high_env_pol,cec,DE,o3,0.0
2035,oxi_con,high_env_pol,cec,DE,gac,0.0
2035,oxi_con,low_env_pol,car,DE,nof,0.0
2035,oxi_con,low_env_pol,car,DE,aop,0.0
2035,oxi_con,low_env_pol,car,DE,o3,0.0
2035,oxi_con,low_env_pol,car,DE,gac,0.0
2035,oxi_con,low_env_pol,cec,DE,nof,0.0
2035,oxi_con,low_env_pol,cec,DE,aop,0.0
2035,oxi_con,low_env_pol,cec,DE,o3,0.0
2035,oxi_con,low_env_pol,cec,DE,gac,0.0
2045,sldg,high_env_pol,car,DE,nof,44791366.26
2045,sldg,high_env_pol,car,DE,aop,0.0
2045,sldg,high_env_pol,car,DE,o3,0.0
2045,sldg,high_env_pol,car,DE,gac,0.0
2045,sldg,high_env_pol,cec,DE,nof,0.0
2045,sldg,high_env_pol,cec,DE,aop,0.0
2045,sldg,high_env_pol,cec,DE,o3,0.0
2045,sldg,high_env_pol,cec,DE,gac,0.0
2045,sldg,low_env_pol,car,DE,nof,44791366.26
2045,sldg,low_env_pol,car,DE,aop,0.0
2045,sldg,low_env_pol,car,DE,o3,0.0
2045,sldg,low_env_pol,car,DE,gac,0.0
2045,sldg,low_env_pol,cec,DE,nof,0.0
2045,sldg,low_env_pol,cec,DE,aop,0.0
2045,sldg,low_env_pol,cec,DE,o3,0.0
2045,sldg,low_env_pol,cec,DE,gac,0.0
2045,wtr,high_env_pol,car,DE,nof,2216768136.02
2045,wtr,high_env_pol,car,DE,aop,1551737695.214
2045,wtr,high_env_pol,car,DE,o3,443353627.204
