time,carrier,scenario,substance,region,technology,value
2020,sldg,high_env_pol,car,DE,nof,0.0
2020,sldg,high_env_pol,car,DE,aop,0.0
2020,sldg,high_env_pol,car,DE,o3,0.0
2020,sldg,high_env_pol,car,DE,gac,0.0
2020,sldg,high_env_pol,cec,DE,nof,0.0
2020,sldg,high_env_pol,cec,DE,aop,0.0
2020,sldg,high_env_pol,cec,DE,o3,0.0
2020,sldg,high_env_pol,cec,DE,gac,0.0
2020,sldg,low_env_pol,car,DE,nof,0.0
2020,sldg,low_env_pol,car,DE,aop,0.0
2020,sldg,low_env_pol,car,DE,o3,0.0
2020,sldg,low_env_pol,car,DE,gac,0.0
2020,sldg,low_env_pol,cec,DE,nof,0.0
2020,sldg,low_env_pol,cec,DE,aop,0.0
2020,sldg,low_env_pol,cec,DE,o3,0.0
2020,sldg,low_env_pol,cec,DE,gac,0.0
2020,wtr,high_env_pol,car,DE,nof,216220550.4841504
2020,wtr,high_env_pol,car,DE,aop,67255971.22954349
2020,wtr,high_env_pol,car,DE,o3,22646257.6559715
2020,wtr,high_env_pol,car,DE,gac,132463537.243974
2020,wtr,high_env_pol,cec,DE,nof,39.453975000000014
2020,wtr,high_env_pol,cec,DE,aop,2.3049427499999986
2020,wtr,high_env_pol,cec,DE,o3,0.8098447500000001
2020,wtr,high_env_pol,cec,DE,gac,4.236110999999997
2020,wtr,low_env_pol,car,DE,nof,216220550.4841504
2020,wtr,low_env_pol,car,DE,aop,67255971.22954349
2020,wtr,low_env_pol,car,DE,o3,22646257.6559715
2020,wtr,low_env_pol,car,DE,gac,132463537.243974
2020,wtr,low_env_pol,cec,DE,nof,39.453975000000014
2020,wtr,low_env_pol,cec,DE,aop,2.3049427499999986
2020,wtr,low_env_pol,cec,DE,o3,0.8098447500000001
2020,wtr,low_env_pol,cec,DE,gac,4.236110999999997
2020,oxi_con,high_env_pol,car,DE,nof,0.0
2020,oxi_con,high_env_pol,car,DE,aop,0.0
2020,oxi_con,high_env_pol,car,DE,o3,0.0
2020,oxi_con,high_env_pol,car,DE,gac,0.0
2020,oxi_con,high_env_pol,cec,DE,nof,0.0
2020,oxi_con,high_env_pol,cec,DE,aop,0.0
2020,oxi_con,high_env_pol,cec,DE,o3,0.0
2020,oxi_con,high_env_pol,cec,DE,gac,0.0
2020,oxi_con,low_env_pol,car,DE,nof,0.0
2020,oxi_con,low_env_pol,car,DE,aop,0.0
2020,oxi_con,low_env_pol,car,DE,o3,0.0
2020,oxi_con,low_env_pol,car,DE,gac,0.0
2020,oxi_con,low_env_pol,cec,DE,nof,0.0
2020,oxi_con,low_env_pol,cec,DE,aop,0.0
2020,oxi_con,low_env_pol,cec,DE,o3,0.0
2020,oxi_con,low_env_pol,cec,DE,gac,0.0
2035,sldg,high_env_pol,car,DE,nof,0.0
2035,sldg,high_env_pol,car,DE,aop,0.0
2035,sldg,high_env_pol,car,DE,o3,0.0
2035,sldg,high_env_pol,car,DE,gac,0.0
